CustomerID,AddressID,AddressTypeID,rowguid,ModifiedDate
593,819,3,...,"2003-11-01 00:00:00"
594,820,3,...,"2002-07-01 00:00:00"
595,896,3,...,"2003-09-01 00:00:00"
596,897,3,...,"2002-08-01 00:00:00"
597,623,3,...,"2003-07-01 00:00:00"
598,624,3,...,"2003-02-01 00:00:00"
599,1088,3,...,"2003-07-01 00:00:00"
600,1089,3,...,"2003-07-01 00:00:00"
601,1090,3,...,"2003-09-01 00:00:00"
602,976,3,...,"2001-09-01 00:00:00"
603,977,3,...,"2001-07-01 00:00:00"
604,898,3,...,"2003-09-01 00:00:00"
605,899,3,...,"2003-08-01 00:00:00"
606,625,3,...,"2003-08-01 00:00:00"
607,626,3,...,"2003-08-01 00:00:00"
608,1091,3,...,"2001-09-01 00:00:00"
609,1092,3,...,"2002-09-01 00:00:00"
610,1093,3,...,"2003-08-01 00:00:00"
611,978,3,...,"2003-09-01 00:00:00"
612,979,3,...,"2001-08-01 00:00:00"
613,545,3,...,"2002-09-01 00:00:00"
614,708,3,...,"2003-08-01 00:00:00"
615,748,3,...,"2003-08-01 00:00:00"
616,438,3,...,"2003-09-01 00:00:00"
617,668,3,...,"2003-08-01 00:00:00"
618,821,3,...,"2001-07-01 00:00:00"
619,822,3,...,"2001-07-01 00:00:00"
620,900,3,...,"2001-07-01 00:00:00"
621,901,3,...,"2003-09-01 00:00:00"
622,627,3,...,"2002-07-01 00:00:00"
623,628,3,...,"2001-08-01 00:00:00"
623,11382,5,...,"2001-08-01 00:00:00"
624,1094,3,...,"2001-09-01 00:00:00"
625,1095,3,...,"2003-02-01 00:00:00"
626,1096,3,...,"2002-10-01 00:00:00"
627,980,3,...,"2003-09-01 00:00:00"
628,981,3,...,"2002-07-01 00:00:00"
629,546,3,...,"2003-08-01 00:00:00"
630,547,3,...,"2003-09-01 00:00:00"
631,548,3,...,"2001-09-01 00:00:00"
632,709,3,...,"2003-08-01 00:00:00"
633,749,3,...,"2003-09-01 00:00:00"
634,439,3,...,"2003-07-01 00:00:00"
635,669,3,...,"2002-12-01 00:00:00"
636,823,3,...,"2002-09-01 00:00:00"
637,549,3,...,"2002-09-01 00:00:00"
638,710,3,...,"2002-08-01 00:00:00"
639,750,3,...,"2003-07-01 00:00:00"
640,440,3,...,"2003-09-01 00:00:00"
641,670,3,...,"2002-07-01 00:00:00"
642,824,3,...,"2002-08-01 00:00:00"
643,825,3,...,"2001-10-01 00:00:00"
644,902,3,...,"2002-09-01 00:00:00"
645,903,3,...,"2002-08-01 00:00:00"
646,629,3,...,"2001-07-01 00:00:00"
647,630,3,...,"2001-09-01 00:00:00"
648,1097,3,...,"2001-09-01 00:00:00"
649,1098,3,...,"2002-09-01 00:00:00"
650,1099,3,...,"2001-08-01 00:00:00"
651,982,3,...,"2002-09-01 00:00:00"
652,983,3,...,"2002-09-01 00:00:00"
653,550,3,...,"2002-08-01 00:00:00"
654,551,3,...,"2002-09-01 00:00:00"
655,552,3,...,"2004-06-01 00:00:00"
656,711,3,...,"2003-08-01 00:00:00"
657,751,3,...,"2003-08-01 00:00:00"
658,441,3,...,"2003-08-01 00:00:00"
659,671,3,...,"2004-02-01 00:00:00"
660,826,3,...,"2002-07-01 00:00:00"
661,553,3,...,"2001-08-01 00:00:00"
662,712,3,...,"2003-08-01 00:00:00"
663,752,3,...,"2003-08-01 00:00:00"
664,442,3,...,"2003-07-01 00:00:00"
665,672,3,...,"2002-09-01 00:00:00"
666,827,3,...,"2002-08-01 00:00:00"
667,828,3,...,"2002-08-01 00:00:00"
668,904,3,...,"2002-07-01 00:00:00"
669,905,3,...,"2002-11-01 00:00:00"
670,631,3,...,"2001-07-01 00:00:00"
671,632,3,...,"2001-07-01 00:00:00"
672,1100,3,...,"2003-09-01 00:00:00"
673,1101,3,...,"2002-10-01 00:00:00"
674,1102,3,...,"2001-12-01 00:00:00"
675,984,3,...,"2001-09-01 00:00:00"
676,985,3,...,"2001-07-01 00:00:00"
677,554,3,...,"2002-08-01 00:00:00"
678,555,3,...,"2001-09-01 00:00:00"
679,556,3,...,"2001-07-01 00:00:00"
680,713,3,...,"2003-08-01 00:00:00"
681,753,3,...,"2003-08-01 00:00:00"
682,443,3,...,"2003-09-01 00:00:00"
683,673,3,...,"2002-08-01 00:00:00"
684,829,3,...,"2001-08-01 00:00:00"
685,557,3,...,"2002-09-01 00:00:00"
686,714,3,...,"2002-08-01 00:00:00"
687,754,3,...,"2003-08-01 00:00:00"
688,444,3,...,"2003-09-01 00:00:00"
689,674,3,...,"2003-09-01 00:00:00"
690,830,3,...,"2002-12-01 00:00:00"
691,831,3,...,"2003-07-01 00:00:00"
692,906,3,...,"2002-09-01 00:00:00"
693,907,3,...,"2003-08-01 00:00:00"
694,633,3,...,"2002-08-01 00:00:00"
695,634,3,...,"2002-09-01 00:00:00"
696,1103,3,...,"2001-11-01 00:00:00"
697,1104,3,...,"2001-08-01 00:00:00"
698,1105,3,...,"2002-07-01 00:00:00"
699,986,3,...,"2004-03-01 00:00:00"
700,987,3,...,"2003-08-01 00:00:00"
701,558,3,...,"2002-12-01 00:00:00"
11000,22601,2,...,"2001-07-22 00:00:00"
11001,14489,2,...,"2001-07-18 00:00:00"
11002,20336,2,...,"2001-07-10 00:00:00"
11003,20425,2,...,"2001-07-01 00:00:00"
11004,20971,2,...,"2001-07-26 00:00:00"
11005,16025,2,...,"2001-07-02 00:00:00"
11006,15264,2,...,"2001-07-27 00:00:00"
11007,12909,2,...,"2001-07-12 00:00:00"
11008,23743,2,...,"2001-07-28 00:00:00"
11009,29335,2,...,"2001-07-30 00:00:00"
11010,15412,2,...,"2001-07-17 00:00:00"
11011,27345,2,...,"2001-07-02 00:00:00"
11012,20731,2,...,"2003-09-17 00:00:00"
11013,22943,2,...,"2003-10-15 00:00:00"
11014,11888,2,...,"2003-09-24 00:00:00"
11015,20027,2,...,"2003-07-22 00:00:00"
11016,12830,2,...,"2003-08-13 00:00:00"
11017,11541,2,...,"2001-07-15 00:00:00"
11018,16433,2,...,"2001-07-20 00:00:00"
11019,14167,2,...,"2003-08-16 00:00:00"
11020,26214,2,...,"2003-07-02 00:00:00"
11021,20556,2,...,"2003-07-27 00:00:00"
11022,15557,2,...,"2003-07-24 00:00:00"
11023,13408,2,...,"2003-08-21 00:00:00"
11024,25929,2,...,"2003-12-29 00:00:00"
11025,21635,2,...,"2001-07-09 00:00:00"
11026,11877,2,...,"2001-07-26 00:00:00"
11027,14561,2,...,"2001-07-19 00:00:00"
11028,24158,2,...,"2001-07-29 00:00:00"
11029,24713,2,...,"2001-07-22 00:00:00"
11030,26358,2,...,"2001-08-08 00:00:00"
11031,22987,2,...,"2001-08-04 00:00:00"
11032,25324,2,...,"2001-08-21 00:00:00"
11033,18528,2,...,"2001-08-18 00:00:00"
11034,18711,2,...,"2001-08-04 00:00:00"
11035,23018,2,...,"2001-08-09 00:00:00"
11036,29645,2,...,"2003-07-26 00:00:00"
11037,20079,2,...,"2003-07-24 00:00:00"
11038,27731,2,...,"2001-08-10 00:00:00"
11039,24751,2,...,"2001-08-10 00:00:00"
11040,24150,2,...,"2003-10-05 00:00:00"
11041,18996,2,...,"2003-07-18 00:00:00"
11042,28166,2,...,"2003-07-25 00:00:00"
11043,14995,2,...,"2003-11-09 00:00:00"
11044,14279,2,...,"2001-08-31 00:00:00"
11045,14260,2,...,"2003-10-12 00:00:00"
11046,28971,2,...,"2001-08-09 00:00:00"
11047,21998,2,...,"2001-08-06 00:00:00"
11048,22583,2,...,"2001-08-13 00:00:00"
11049,17802,2,...,"2003-09-10 00:00:00"
11050,26423,2,...,"2001-08-23 00:00:00"
11051,27743,2,...,"2004-07-01 00:00:00"
11052,24347,2,...,"2001-08-20 00:00:00"
11053,16470,2,...,"2003-07-21 00:00:00"
11054,18844,2,...,"2001-08-06 00:00:00"
11055,18542,2,...,"2001-08-03 00:00:00"
11056,17481,2,...,"2001-08-29 00:00:00"
11057,26048,2,...,"2001-08-25 00:00:00"
11058,24756,2,...,"2001-09-09 00:00:00"
11059,18013,2,...,"2003-08-22 00:00:00"
11060,22612,2,...,"2001-09-19 00:00:00"
11061,27307,2,...,"2001-09-13 00:00:00"
11062,15131,2,...,"2003-07-11 00:00:00"
11063,17874,2,...,"2003-07-16 00:00:00"
11064,24508,2,...,"2003-07-29 00:00:00"
11065,12539,2,...,"2003-08-14 00:00:00"
11066,28761,2,...,"2003-12-02 00:00:00"
11067,25508,2,...,"2004-02-19 00:00:00"
11068,11696,2,...,"2003-11-01 00:00:00"
11069,19064,2,...,"2001-10-18 00:00:00"
11070,22487,2,...,"2001-10-29 00:00:00"
11071,22897,2,...,"2003-09-02 00:00:00"
11072,25368,2,...,"2001-10-01 00:00:00"
11073,29818,2,...,"2003-09-24 00:00:00"
11074,16960,2,...,"2003-09-24 00:00:00"
11075,23337,2,...,"2001-10-29 00:00:00"
11076,13192,2,...,"2001-10-22 00:00:00"
11077,26541,2,...,"2001-10-16 00:00:00"
11078,24109,2,...,"2003-08-19 00:00:00"
11079,29160,2,...,"2003-09-16 00:00:00"
11080,23338,2,...,"2001-10-11 00:00:00"
11081,19428,2,...,"2003-08-16 00:00:00"
11082,16715,2,...,"2003-07-26 00:00:00"
11083,29239,2,...,"2003-07-10 00:00:00"
11084,13316,2,...,"2003-07-08 00:00:00"
11085,21289,2,...,"2004-06-08 00:00:00"
11086,27066,2,...,"2004-01-03 00:00:00"
11087,20941,2,...,"2003-08-29 00:00:00"
11088,26984,2,...,"2003-07-17 00:00:00"
11089,12982,2,...,"2003-07-02 00:00:00"
11090,21916,2,...,"2002-02-07 00:00:00"
11091,13550,2,...,"2003-08-02 00:00:00"
11092,15209,2,...,"2001-10-09 00:00:00"
11093,14862,2,...,"2001-10-08 00:00:00"
11094,12533,2,...,"2003-10-09 00:00:00"
11095,29438,2,...,"2001-10-02 00:00:00"
11096,14149,2,...,"2001-10-12 00:00:00"
11097,22275,2,...,"2001-10-05 00:00:00"
11098,15021,2,...,"2003-08-15 00:00:00"
11099,14266,2,...,"2001-10-08 00:00:00"
11100,15173,2,...,"2001-10-17 00:00:00"
11101,26896,2,...,"2001-10-30 00:00:00"
11102,18921,2,...,"2004-01-17 00:00:00"
11103,17958,2,...,"2001-10-16 00:00:00"
11104,17189,2,...,"2001-11-04 00:00:00"
11105,24502,2,...,"2001-11-14 00:00:00"
11106,14545,2,...,"2001-11-18 00:00:00"
11107,13816,2,...,"2001-11-01 00:00:00"
11108,19596,2,...,"2001-11-03 00:00:00"
11109,20252,2,...,"2001-11-10 00:00:00"
11110,27334,2,...,"2001-11-01 00:00:00"
11111,19708,2,...,"2001-11-20 00:00:00"
11112,29845,2,...,"2001-11-25 00:00:00"
11113,23662,2,...,"2003-08-05 00:00:00"
11114,27607,2,...,"2003-09-19 00:00:00"
11115,13800,2,...,"2003-08-14 00:00:00"
11116,23708,2,...,"2003-09-16 00:00:00"
11117,29632,2,...,"2001-11-06 00:00:00"
11118,13823,2,...,"2004-01-11 00:00:00"
11119,23665,2,...,"2003-08-07 00:00:00"
11120,15108,2,...,"2001-11-14 00:00:00"
11121,28092,2,...,"2003-12-26 00:00:00"
11122,28849,2,...,"2003-08-25 00:00:00"
11123,28276,2,...,"2003-10-19 00:00:00"
11124,20811,2,...,"2001-11-05 00:00:00"
11125,26906,2,...,"2003-08-04 00:00:00"
11126,26191,2,...,"2001-11-28 00:00:00"
11127,18420,2,...,"2003-10-12 00:00:00"
11128,21603,2,...,"2003-12-21 00:00:00"
11129,19598,2,...,"2002-02-06 00:00:00"
11130,15836,2,...,"2004-06-11 00:00:00"
11131,12025,2,...,"2004-04-20 00:00:00"
11132,17543,2,...,"2003-10-11 00:00:00"
11133,16724,2,...,"2004-07-02 00:00:00"
11134,27527,2,...,"2001-11-03 00:00:00"
11135,13659,2,...,"2003-10-20 00:00:00"
11136,28287,2,...,"2003-07-07 00:00:00"
11137,20462,2,...,"2004-02-01 00:00:00"
11138,20690,2,...,"2004-03-22 00:00:00"
11139,23087,2,...,"2004-03-17 00:00:00"
11140,22693,2,...,"2003-09-20 00:00:00"
11141,29031,2,...,"2003-11-17 00:00:00"
11142,22812,2,...,"2003-08-17 00:00:00"
11143,15436,2,...,"2003-12-17 00:00:00"
11144,13303,2,...,"2003-07-29 00:00:00"
11145,28949,2,...,"2003-07-29 00:00:00"
11146,12561,2,...,"2003-08-09 00:00:00"
11147,15498,2,...,"2001-11-13 00:00:00"
11148,20889,2,...,"2003-09-08 00:00:00"
11149,15782,2,...,"2003-12-06 00:00:00"
11150,25928,2,...,"2003-09-28 00:00:00"
11151,23146,2,...,"2001-11-15 00:00:00"
11152,26671,2,...,"2003-07-13 00:00:00"
11153,17444,2,...,"2003-09-30 00:00:00"
11154,20771,2,...,"2003-07-14 00:00:00"
11155,26297,2,...,"2003-07-10 00:00:00"
11156,18601,2,...,"2003-07-12 00:00:00"
11157,22108,2,...,"2004-01-25 00:00:00"
11158,26117,2,...,"2003-07-23 00:00:00"
11159,28350,2,...,"2004-03-11 00:00:00"
11160,18103,2,...,"2003-08-25 00:00:00"
11161,22055,2,...,"2003-12-03 00:00:00"
11162,23862,2,...,"2003-08-22 00:00:00"
11163,14907,2,...,"2003-11-02 00:00:00"
11164,23221,2,...,"2003-10-29 00:00:00"
11165,16288,2,...,"2003-11-26 00:00:00"
11166,21511,2,...,"2004-04-16 00:00:00"
11167,28945,2,...,"2003-07-11 00:00:00"
11168,27230,2,...,"2003-07-19 00:00:00"
11169,23783,2,...,"2003-11-27 00:00:00"
11170,12189,2,...,"2004-02-27 00:00:00"
11171,25707,2,...,"2002-02-20 00:00:00"
11172,19341,2,...,"2003-11-04 00:00:00"
11173,21544,2,...,"2003-09-03 00:00:00"
11174,28103,2,...,"2004-01-14 00:00:00"
11175,14503,2,...,"2002-02-28 00:00:00"
11176,25073,2,...,"2003-08-06 00:00:00"
11177,14686,2,...,"2003-09-30 00:00:00"
11178,26782,2,...,"2003-08-25 00:00:00"
11179,25251,2,...,"2003-09-13 00:00:00"
11180,29670,2,...,"2003-09-18 00:00:00"
11181,13970,2,...,"2003-11-08 00:00:00"
11182,12110,2,...,"2004-02-29 00:00:00"
11183,20492,2,...,"2003-11-01 00:00:00"
11184,27871,2,...,"2004-02-11 00:00:00"
11185,21639,2,...,"2003-08-25 00:00:00"
11186,21678,2,...,"2004-04-20 00:00:00"
11187,29563,2,...,"2003-10-05 00:00:00"
11188,18055,2,...,"2004-05-04 00:00:00"
11189,23529,2,...,"2002-02-26 00:00:00"
11190,22335,2,...,"2004-02-29 00:00:00"
11191,19784,2,...,"2002-02-11 00:00:00"
11192,26685,2,...,"2003-12-25 00:00:00"
11193,23589,2,...,"2003-08-29 00:00:00"
11194,16770,2,...,"2003-09-14 00:00:00"
11195,28231,2,...,"2003-10-16 00:00:00"
11196,11820,2,...,"2003-09-04 00:00:00"
11197,18053,2,...,"2003-11-03 00:00:00"
11198,17100,2,...,"2003-08-09 00:00:00"
11199,16772,2,...,"2003-09-19 00:00:00"
11200,14444,2,...,"2003-08-11 00:00:00"
11201,12077,2,...,"2004-01-02 00:00:00"
11202,16127,2,...,"2004-03-18 00:00:00"
11203,14498,2,...,"2003-08-24 00:00:00"
11204,29120,2,...,"2004-02-10 00:00:00"
11205,27115,2,...,"2004-01-28 00:00:00"
11206,22674,2,...,"2003-11-12 00:00:00"
11207,17565,2,...,"2003-08-04 00:00:00"
11208,12251,2,...,"2003-09-05 00:00:00"
11209,18371,2,...,"2003-09-26 00:00:00"
11210,22698,2,...,"2003-11-07 00:00:00"
11211,21619,2,...,"2003-08-05 00:00:00"
11212,18754,2,...,"2003-08-03 00:00:00"
11213,12097,2,...,"2003-09-29 00:00:00"
11214,13882,2,...,"2004-02-15 00:00:00"
11215,16480,2,...,"2003-08-19 00:00:00"
11216,28921,2,...,"2002-02-15 00:00:00"
11217,19321,2,...,"2002-02-10 00:00:00"
11218,20818,2,...,"2003-09-01 00:00:00"
11219,24605,2,...,"2004-05-01 00:00:00"
11220,11497,2,...,"2003-09-15 00:00:00"
11221,14976,2,...,"2003-10-09 00:00:00"
11222,11793,2,...,"2004-05-04 00:00:00"
11223,12222,2,...,"2003-08-02 00:00:00"
11224,11676,2,...,"2002-02-07 00:00:00"
11225,21420,2,...,"2003-12-24 00:00:00"
11226,11893,2,...,"2003-08-25 00:00:00"
11227,20657,2,...,"2002-02-03 00:00:00"
11228,21482,2,...,"2004-04-27 00:00:00"
11229,24917,2,...,"2004-01-28 00:00:00"
11230,18665,2,...,"2004-01-17 00:00:00"
11231,26972,2,...,"2003-08-14 00:00:00"
11232,12235,2,...,"2004-03-23 00:00:00"
11233,27281,2,...,"2003-08-12 00:00:00"
11234,12715,2,...,"2003-08-12 00:00:00"
11235,24878,2,...,"2004-01-05 00:00:00"
11236,22591,2,...,"2004-04-05 00:00:00"
11237,16552,2,...,"2002-03-08 00:00:00"
11238,12420,2,...,"2001-07-09 00:00:00"
11239,25489,2,...,"2001-07-22 00:00:00"
11240,23429,2,...,"2001-08-30 00:00:00"
11241,11456,2,...,"2003-03-14 00:00:00"
11242,27513,2,...,"2003-03-23 00:00:00"
11243,22782,2,...,"2001-08-24 00:00:00"
11244,21821,2,...,"2001-08-15 00:00:00"
11245,24678,2,...,"2002-03-29 00:00:00"
11246,15197,2,...,"2002-04-05 00:00:00"
11247,14898,2,...,"2001-08-21 00:00:00"
11248,21957,2,...,"2004-01-15 00:00:00"
11249,16326,2,...,"2002-04-11 00:00:00"
11250,11546,2,...,"2001-09-17 00:00:00"
11251,22481,2,...,"2004-04-20 00:00:00"
11252,28097,2,...,"2002-02-14 00:00:00"
11253,26098,2,...,"2003-09-02 00:00:00"
11254,24963,2,...,"2004-05-26 00:00:00"
11255,22506,2,...,"2003-08-27 00:00:00"
11256,19531,2,...,"2003-10-17 00:00:00"
11257,16785,2,...,"2002-02-24 00:00:00"
11258,13457,2,...,"2003-11-22 00:00:00"
11259,28469,2,...,"2002-03-07 00:00:00"
11260,17013,2,...,"2003-08-09 00:00:00"
11261,18451,2,...,"2002-03-30 00:00:00"
11262,29638,2,...,"2003-08-31 00:00:00"
11263,17526,2,...,"2002-03-01 00:00:00"
11264,14057,2,...,"2003-07-06 00:00:00"
11265,20975,2,...,"2003-07-07 00:00:00"
11266,12589,2,...,"2002-03-13 00:00:00"
11267,15714,2,...,"2002-03-20 00:00:00"
11268,19028,2,...,"2003-11-30 00:00:00"
11269,15600,2,...,"2004-02-23 00:00:00"
11270,26418,2,...,"2002-03-13 00:00:00"
11271,18173,2,...,"2002-03-30 00:00:00"
11272,20720,2,...,"2002-03-22 00:00:00"
11273,15017,2,...,"2003-11-15 00:00:00"
11274,14790,2,...,"2002-03-01 00:00:00"
11275,20583,2,...,"2002-03-02 00:00:00"
11276,24521,2,...,"2003-08-02 00:00:00"
11277,13890,2,...,"2003-08-06 00:00:00"
11278,25147,2,...,"2002-03-19 00:00:00"
11279,238,5,...,"2003-09-04 00:00:00"
11279,12018,2,...,"2003-09-04 00:00:00"
11280,24821,2,...,"2004-01-02 00:00:00"
11281,28225,2,...,"2002-03-16 00:00:00"
11282,27221,2,...,"2002-03-03 00:00:00"
11283,19475,2,...,"2003-11-30 00:00:00"
11284,22984,2,...,"2003-08-10 00:00:00"
11285,13025,2,...,"2004-01-28 00:00:00"
11286,15102,2,...,"2002-03-24 00:00:00"
