SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,ContactID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
43877,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43877,PO11919119101,10-4020-000073,73,490,280,1,840,840,5,5343,56208Vi27980,NULL,24713.954,1977.1163,617.8489,27308.9192,NULL,...,"2001-08-08 00:00:00"
43878,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43878,PO11716136854,10-4020-000144,144,207,275,2,770,770,5,7167,46227Vi37199,NULL,4895.9856,391.6788,122.3996,5410.064,NULL,...,"2001-08-08 00:00:00"
43879,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43879,PO11600128380,10-4020-000569,569,28,282,6,540,540,5,14729,26285Vi76327,407,26098.5719,2087.8858,652.4643,28838.922,NULL,...,"2001-08-08 00:00:00"
43880,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43880,PO11020127453,10-4020-000336,336,340,278,6,501,501,5,18316,126355Vi95120,407,18605.572,1488.4458,465.1393,20559.1571,NULL,...,"2001-08-08 00:00:00"
43881,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43881,PO10759119626,10-4020-000346,346,893,277,3,598,598,5,569,56356Vi2945,NULL,46571.5419,3725.7234,1164.2885,51461.5538,NULL,...,"2001-08-08 00:00:00"
43882,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43882,PO10469165208,10-4020-000335,335,88,282,6,500,500,5,11282,66419Vi58190,407,2429.9928,194.3994,60.7498,2685.142,NULL,...,"2001-08-08 00:00:00"
43883,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43883,PO10121175623,10-4020-000684,684,271,275,2,829,829,5,6126,76443Vi31838,NULL,22037.7183,1763.0175,550.943,24351.6788,NULL,...,"2001-08-08 00:00:00"
43884,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43884,PO10440182311,10-4020-000623,623,418,277,3,628,11382,5,16665,96446Vi86292,NULL,140191.9196,11215.3536,3504.798,154912.0712,NULL,...,"2001-08-08 00:00:00"
43885,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43885,PO609186449,10-4020-000492,492,305,276,4,1070,1070,5,13246,66522Vi68706,NULL,74.1,5.928,1.8525,81.8805,NULL,...,"2001-08-08 00:00:00"
43886,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43886,PO1827149671,10-4020-000317,317,245,282,6,497,497,5,11745,76664Vi60734,407,20812.4278,1664.9942,520.3107,22997.7327,NULL,...,"2001-08-08 00:00:00"
43887,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43887,PO1276169981,10-4020-000548,548,10,279,5,970,970,5,9478,106673Vi48861,NULL,503.3507,40.2681,12.5838,556.2026,NULL,...,"2001-08-08 00:00:00"
43888,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43888,PO2088113013,10-4020-000136,136,345,282,6,466,466,5,12102,96752Vi62574,407,17355.8114,1388.4649,433.8953,19178.1716,NULL,...,"2001-08-08 00:00:00"
43889,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43889,PO2030112412,10-4020-000661,661,383,278,6,553,553,5,16905,126756Vi87636,407,2492.4802,199.3984,62.312,2754.1906,NULL,...,"2001-08-08 00:00:00"
43890,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43890,PO2146115360,10-4020-000354,354,33,278,6,504,504,5,14184,66771Vi73564,407,90428.8375,7234.307,2260.7209,99923.8654,NULL,...,"2001-08-08 00:00:00"
43891,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43891,PO2726163521,10-4020-000029,29,360,282,6,449,449,5,13366,36797Vi69277,407,39078.9348,3126.3148,976.9734,43182.223,NULL,...,"2001-08-08 00:00:00"
43892,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43892,PO2523117473,10-4020-000167,167,263,281,4,1015,1015,5,13468,26813Vi69778,NULL,19839.6027,1587.1682,495.9901,21922.761,NULL,...,"2001-08-08 00:00:00"
43893,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43893,PO2204129382,10-4020-000370,370,467,282,6,505,505,5,18480,116815Vi96000,407,503.3507,40.2681,12.5838,556.2026,NULL,...,"2001-08-08 00:00:00"
43894,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43894,PO2958194987,10-4020-000559,559,574,280,1,892,892,5,4842,46884Vi25430,NULL,38983.8098,3118.7048,974.5952,43077.1098,NULL,...,"2001-08-08 00:00:00"
43895,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43895,PO2900121738,10-4020-000469,469,290,280,1,884,884,5,11011,16890Vi56787,NULL,39018.6078,3121.4886,975.4652,43115.5616,NULL,...,"2001-08-08 00:00:00"
43896,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43896,PO3857154341,10-4020-000256,256,423,277,4,588,588,5,8991,128032Vi46347,NULL,5201.5332,416.1227,130.0383,5747.6942,NULL,...,"2001-08-08 00:00:00"
43897,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43897,PO3799116239,10-4020-000312,312,40,276,4,1040,1040,5,17861,68035Vi92659,NULL,61411.6389,4912.9311,1535.291,67859.861,NULL,...,"2001-08-08 00:00:00"
43898,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43898,PO4901196283,10-4020-000084,84,252,278,6,459,459,5,6452,48128Vi33489,407,61357.26,4908.5808,1533.9315,67799.7723,NULL,...,"2001-08-08 00:00:00"
43899,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43899,PO5191115657,10-4020-000364,364,469,277,3,600,600,5,7475,128165Vi38744,NULL,14348.1883,1147.8551,358.7047,15854.7481,NULL,...,"2001-08-08 00:00:00"
43900,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43900,PO5568199700,10-4020-000422,422,437,279,5,954,954,5,8663,78252Vi44710,NULL,41545.9776,3323.6782,1038.6494,45908.3052,NULL,...,"2001-08-08 00:00:00"
43901,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43901,PO5684189260,10-4020-000385,385,462,276,4,1053,1053,5,9973,18266Vi51318,NULL,27213.377,2177.0702,680.3344,30070.7816,NULL,...,"2001-08-08 00:00:00"
43902,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43902,PO5858178400,10-4020-000566,566,25,279,5,972,972,5,13160,48289Vi68229,NULL,63647.3311,5091.7865,1591.1833,70330.3009,NULL,...,"2001-08-08 00:00:00"
43903,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43903,PO5800178059,10-4020-000063,63,536,279,5,915,915,5,13420,78316Vi69516,NULL,20.1865,1.6149,0.5047,22.3061,NULL,...,"2001-08-08 00:00:00"
43904,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43904,PO6351158788,10-4020-000255,255,876,277,4,587,587,5,13104,108328Vi67850,NULL,13669.7679,1093.5814,341.7442,15105.0935,NULL,...,"2001-08-08 00:00:00"
43905,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43905,PO6293113391,10-4020-000612,612,400,279,5,979,979,5,10234,128341Vi52839,NULL,11886.7978,950.9438,297.1699,13134.9115,NULL,...,"2001-08-08 00:00:00"
43906,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43906,PO6438197212,10-4020-000309,309,41,277,4,593,593,5,15321,48355Vi79183,NULL,39526.7072,3162.1366,988.1677,43677.0115,NULL,...,"2001-08-08 00:00:00"
43907,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43907,PO6641115253,10-4020-000342,342,342,275,2,792,792,5,4835,68422Vi25408,NULL,17597.1982,1407.7759,439.93,19444.9041,NULL,...,"2001-08-08 00:00:00"
43908,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43908,PO6670111729,10-4020-000432,432,278,275,2,802,802,5,161,108440Vi848,NULL,3079.016,246.3213,76.9754,3402.3127,NULL,...,"2001-08-08 00:00:00"
43909,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43909,PO7221199520,10-4020-000326,326,337,283,1,869,869,5,11815,98465Vi61077,NULL,30764.0555,2461.1244,769.1014,33994.2813,NULL,...,"2001-08-08 00:00:00"
43910,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43910,PO7598186753,10-4020-000045,45,530,279,5,913,913,5,8103,68484Vi41999,NULL,23342.4603,1867.3968,583.5615,25793.4186,NULL,...,"2001-08-08 00:00:00"
43911,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43911,PO7627190040,10-4020-000433,433,155,280,1,880,880,5,10270,108496Vi53004,NULL,23708.1808,1896.6545,592.7045,26197.5398,NULL,...,"2001-08-08 00:00:00"
43912,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43912,PO7656175368,10-4020-000403,403,409,276,4,1056,1056,5,12177,108504Vi62954,NULL,15736.9211,1258.9537,393.423,17389.2978,NULL,...,"2001-08-08 00:00:00"
43913,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43913,PO7830112696,10-4020-000040,40,323,277,4,564,564,5,15798,28527Vi81672,NULL,44028.7185,3522.2975,1100.718,48651.734,NULL,...,"2001-08-08 00:00:00"
43914,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43914,PO7917120732,10-4020-000401,401,39,281,1,1054,1054,5,1660,78545Vi8518,NULL,9780.6712,782.4537,244.5168,10807.6417,NULL,...,"2001-08-08 00:00:00"
43915,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43915,PO8932129717,10-4020-000287,287,235,275,3,785,785,5,11781,78621Vi60933,NULL,4859.9856,388.7988,121.4996,5370.284,NULL,...,"2001-08-08 00:00:00"
43916,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43916,PO8874186100,10-4020-000348,348,29,276,3,1046,1046,5,6264,18665Vi32553,NULL,47360.0715,3788.8057,1184.0018,52332.879,NULL,...,"2001-08-08 00:00:00"
43917,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,0,SO43917,PO8816199739,10-4020-000218,218,442,283,1,857,857,5,2470,108692Vi12864,NULL,25635.232,2050.8186,640.8808,28326.9314,NULL,...,"2001-08-08 00:00:00"
43918,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,1,SO43918,NULL,10-4030-022041,22041,8233,NULL,6,18086,18086,1,11637,530232Vi60125,407,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-08 00:00:00"
43919,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,1,SO43919,NULL,10-4030-012124,12124,17687,NULL,7,27575,27575,1,19192,631132Vi99723,411,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-08 00:00:00"
43920,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,1,SO43920,NULL,10-4030-028066,28066,17264,NULL,4,27151,27151,1,13339,1031889Vi69165,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-08 00:00:00"
43921,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,1,SO43921,NULL,10-4030-016743,16743,8663,NULL,9,18516,18516,1,1714,1234555Vi8808,405,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-08 00:00:00"
43922,1,"2001-08-01 00:00:00","2001-08-13 00:00:00","2001-08-08 00:00:00",5,1,SO43922,NULL,10-4030-013546,13546,16340,NULL,8,26226,26226,1,10141,1035730Vi52301,409,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-08 00:00:00"
43923,1,"2001-08-02 00:00:00","2001-08-14 00:00:00","2001-08-09 00:00:00",5,1,SO43923,NULL,10-4030-028018,28018,18976,NULL,4,28877,28877,1,9202,1130221Vi47469,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-09 00:00:00"
43924,1,"2001-08-02 00:00:00","2001-08-14 00:00:00","2001-08-09 00:00:00",5,1,SO43924,NULL,10-4030-012132,12132,19810,NULL,7,29716,29716,1,NULL,NULL,424,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-09 00:00:00"
43925,1,"2001-08-02 00:00:00","2001-08-14 00:00:00","2001-08-09 00:00:00",5,1,SO43925,NULL,10-4030-016661,16661,18585,NULL,9,28478,28478,1,16992,234532Vi88181,418,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-09 00:00:00"
43926,1,"2001-08-03 00:00:00","2001-08-15 00:00:00","2001-08-10 00:00:00",5,1,SO43926,NULL,10-4030-011055,11055,8689,NULL,9,18542,18542,1,17432,734127Vi90607,431,3374.99,269.9992,84.3748,3729.364,NULL,...,"2001-08-10 00:00:00"
43927,1,"2001-08-03 00:00:00","2001-08-15 00:00:00","2001-08-10 00:00:00",5,1,SO43927,NULL,10-4030-016662,16662,16816,NULL,9,26702,26702,1,10726,734533Vi55385,431,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-10 00:00:00"
43928,1,"2001-08-03 00:00:00","2001-08-15 00:00:00","2001-08-10 00:00:00",5,1,SO43928,NULL,10-4030-016740,16740,4569,NULL,9,14404,14404,1,14446,934552Vi74889,431,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-10 00:00:00"
43929,1,"2001-08-03 00:00:00","2001-08-15 00:00:00","2001-08-10 00:00:00",5,1,SO43929,NULL,10-4030-025270,25270,15521,NULL,9,25405,25405,1,6963,435428Vi36220,431,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-08-10 00:00:00"
43930,1,"2001-08-04 00:00:00","2001-08-16 00:00:00","2001-08-11 00:00:00",5,1,SO43930,NULL,10-4030-028038,28038,18376,NULL,4,28267,28267,1,18586,630226Vi96608,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-11 00:00:00"
43931,1,"2001-08-04 00:00:00","2001-08-16 00:00:00","2001-08-11 00:00:00",5,1,SO43931,NULL,10-4030-013548,13548,7783,NULL,8,17636,17636,1,6819,1131029Vi35534,448,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-11 00:00:00"
43932,1,"2001-08-04 00:00:00","2001-08-16 00:00:00","2001-08-11 00:00:00",5,1,SO43932,NULL,10-4030-016741,16741,16517,NULL,9,26403,26403,1,269,1034553Vi1404,444,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-11 00:00:00"
43933,1,"2001-08-04 00:00:00","2001-08-16 00:00:00","2001-08-11 00:00:00",5,1,SO43933,NULL,10-4030-011031,11031,13117,NULL,9,22987,22987,1,18382,135110Vi95514,444,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-08-11 00:00:00"
43934,1,"2001-08-04 00:00:00","2001-08-16 00:00:00","2001-08-11 00:00:00",5,1,SO43934,NULL,10-4030-011034,11034,8857,NULL,9,18711,18711,1,4693,135113Vi24602,444,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-08-11 00:00:00"
43935,1,"2001-08-05 00:00:00","2001-08-17 00:00:00","2001-08-12 00:00:00",5,1,SO43935,NULL,10-4030-020048,20048,6800,NULL,10,16643,16643,1,17801,1030405Vi92387,464,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-08-12 00:00:00"
43936,1,"2001-08-05 00:00:00","2001-08-17 00:00:00","2001-08-12 00:00:00",5,1,SO43936,NULL,10-4030-028065,28065,17070,NULL,4,26957,26957,1,14720,131888Vi76277,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-12 00:00:00"
43937,1,"2001-08-05 00:00:00","2001-08-17 00:00:00","2001-08-12 00:00:00",5,1,SO43937,NULL,10-4030-017047,17047,14375,NULL,9,24245,24245,1,3460,233635Vi18228,457,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-12 00:00:00"
43938,1,"2001-08-05 00:00:00","2001-08-17 00:00:00","2001-08-12 00:00:00",5,1,SO43938,NULL,10-4030-016686,16686,5502,NULL,9,15337,15337,1,9400,934539Vi48457,457,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-12 00:00:00"
43939,1,"2001-08-05 00:00:00","2001-08-17 00:00:00","2001-08-12 00:00:00",5,1,SO43939,NULL,10-4030-016659,16659,11422,NULL,9,21292,21292,1,12524,834642Vi64787,457,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-12 00:00:00"
43940,1,"2001-08-05 00:00:00","2001-08-17 00:00:00","2001-08-12 00:00:00",5,1,SO43940,NULL,10-4030-025294,25294,7721,NULL,9,17574,17574,1,1400,335432Vi7148,457,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-08-12 00:00:00"
43941,1,"2001-08-06 00:00:00","2001-08-18 00:00:00","2001-08-13 00:00:00",5,1,SO43941,NULL,10-4030-013600,13600,9329,NULL,10,19186,19186,1,11686,531130Vi60461,477,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-13 00:00:00"
43942,1,"2001-08-06 00:00:00","2001-08-18 00:00:00","2001-08-13 00:00:00",5,1,SO43942,NULL,10-4030-017051,17051,5031,NULL,9,14866,14866,1,19065,933639Vi99048,470,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-13 00:00:00"
43943,1,"2001-08-06 00:00:00","2001-08-18 00:00:00","2001-08-13 00:00:00",5,1,SO43943,NULL,10-4030-014565,14565,9629,NULL,4,19488,19488,1,10093,133798Vi52021,NULL,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-08-13 00:00:00"
43944,1,"2001-08-06 00:00:00","2001-08-18 00:00:00","2001-08-13 00:00:00",5,1,SO43944,NULL,10-4030-011054,11054,8990,NULL,9,18844,18844,1,18160,734126Vi94160,470,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-08-13 00:00:00"
43945,1,"2001-08-06 00:00:00","2001-08-18 00:00:00","2001-08-13 00:00:00",5,1,SO43945,NULL,10-4030-016675,16675,9889,NULL,9,19751,19751,1,4559,934536Vi23897,470,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-13 00:00:00"
43946,1,"2001-08-06 00:00:00","2001-08-18 00:00:00","2001-08-13 00:00:00",5,1,SO43946,NULL,10-4030-016687,16687,13646,NULL,9,23516,23516,1,1301,1034540Vi6608,470,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-13 00:00:00"
43947,1,"2001-08-06 00:00:00","2001-08-18 00:00:00","2001-08-13 00:00:00",5,1,SO43947,NULL,10-4030-016712,16712,4221,NULL,9,14056,14056,1,1890,134550Vi9795,470,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-13 00:00:00"
43948,1,"2001-08-06 00:00:00","2001-08-18 00:00:00","2001-08-13 00:00:00",5,1,SO43948,NULL,10-4030-011047,11047,12128,NULL,9,21998,21998,1,8816,635119Vi45501,470,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-08-13 00:00:00"
43949,1,"2001-08-07 00:00:00","2001-08-19 00:00:00","2001-08-14 00:00:00",5,1,SO43949,NULL,10-4030-027726,27726,10074,NULL,4,19937,19937,1,12099,530210Vi62562,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-14 00:00:00"
43950,1,"2001-08-07 00:00:00","2001-08-19 00:00:00","2001-08-14 00:00:00",5,1,SO43950,NULL,10-4030-028014,28014,10567,NULL,4,20434,20434,1,9620,830218Vi49567,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-14 00:00:00"
43951,1,"2001-08-07 00:00:00","2001-08-19 00:00:00","2001-08-14 00:00:00",5,1,SO43951,NULL,10-4030-016696,16696,5098,NULL,9,14933,14933,1,4649,434544Vi24387,483,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-14 00:00:00"
43952,1,"2001-08-07 00:00:00","2001-08-19 00:00:00","2001-08-14 00:00:00",5,1,SO43952,NULL,10-4030-016639,16639,14207,NULL,9,24077,24077,1,5213,734638Vi27263,483,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-14 00:00:00"
43953,1,"2001-08-08 00:00:00","2001-08-20 00:00:00","2001-08-15 00:00:00",5,1,SO43953,NULL,10-4030-020049,20049,11535,NULL,10,21405,21405,1,13222,1130407Vi68585,503,699.0982,55.9279,17.4775,772.5036,NULL,...,"2001-08-15 00:00:00"
43954,1,"2001-08-08 00:00:00","2001-08-20 00:00:00","2001-08-15 00:00:00",5,1,SO43954,NULL,10-4030-013602,13602,6814,NULL,10,16657,16657,1,13315,631131Vi69068,503,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-15 00:00:00"
43955,1,"2001-08-08 00:00:00","2001-08-20 00:00:00","2001-08-15 00:00:00",5,1,SO43955,NULL,10-4030-013661,13661,15263,NULL,10,25143,25143,1,19068,731136Vi99060,503,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-15 00:00:00"
43956,1,"2001-08-08 00:00:00","2001-08-20 00:00:00","2001-08-15 00:00:00",5,1,SO43956,NULL,10-4030-011030,11030,16472,NULL,9,26358,26358,1,9306,135109Vi47984,496,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-08-15 00:00:00"
43957,1,"2001-08-09 00:00:00","2001-08-21 00:00:00","2001-08-16 00:00:00",5,1,SO43957,NULL,10-4030-028068,28068,2225,NULL,4,12047,12047,1,5365,231891Vi28101,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-16 00:00:00"
43958,1,"2001-08-09 00:00:00","2001-08-21 00:00:00","2001-08-16 00:00:00",5,1,SO43958,NULL,10-4030-016658,16658,8162,NULL,9,18015,18015,1,8948,734641Vi46103,509,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-16 00:00:00"
43959,1,"2001-08-09 00:00:00","2001-08-21 00:00:00","2001-08-16 00:00:00",5,1,SO43959,NULL,10-4030-011035,11035,13148,NULL,9,23018,23018,1,9071,1035114Vi46818,509,3374.99,269.9992,84.3748,3729.364,NULL,...,"2001-08-16 00:00:00"
43960,1,"2001-08-09 00:00:00","2001-08-21 00:00:00","2001-08-16 00:00:00",5,1,SO43960,NULL,10-4030-011046,11046,19070,NULL,9,28971,28971,1,14955,535118Vi77461,509,3374.99,269.9992,84.3748,3729.364,NULL,...,"2001-08-16 00:00:00"
43961,1,"2001-08-10 00:00:00","2001-08-22 00:00:00","2001-08-17 00:00:00",5,1,SO43961,NULL,10-4030-028031,28031,9745,NULL,4,19605,19605,1,7808,930225Vi40458,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-17 00:00:00"
43962,1,"2001-08-10 00:00:00","2001-08-22 00:00:00","2001-08-17 00:00:00",5,1,SO43962,NULL,10-4030-028076,28076,16790,NULL,4,26676,26676,1,6829,1031894Vi35579,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-17 00:00:00"
43963,1,"2001-08-10 00:00:00","2001-08-22 00:00:00","2001-08-17 00:00:00",5,1,SO43963,NULL,10-4030-016685,16685,12938,NULL,9,22808,22808,1,3262,434538Vi17176,522,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-17 00:00:00"
43964,1,"2001-08-10 00:00:00","2001-08-22 00:00:00","2001-08-17 00:00:00",5,1,SO43964,NULL,10-4030-016745,16745,13417,NULL,9,23287,23287,1,6168,1034557Vi32048,522,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-17 00:00:00"
43965,1,"2001-08-10 00:00:00","2001-08-22 00:00:00","2001-08-17 00:00:00",5,1,SO43965,NULL,10-4030-011038,11038,17843,NULL,9,27731,27731,1,10047,1135115Vi51730,522,3374.99,269.9992,84.3748,3729.364,NULL,...,"2001-08-17 00:00:00"
43966,1,"2001-08-10 00:00:00","2001-08-22 00:00:00","2001-08-17 00:00:00",5,1,SO43966,NULL,10-4030-011039,11039,14876,NULL,9,24751,24751,1,11169,1135116Vi57638,522,3399.99,271.9992,84.9998,3756.989,NULL,...,"2001-08-17 00:00:00"
43967,1,"2001-08-11 00:00:00","2001-08-23 00:00:00","2001-08-18 00:00:00",5,1,SO43967,NULL,10-4030-028040,28040,15702,NULL,1,25586,25586,1,3376,1030228Vi17779,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-18 00:00:00"
43968,1,"2001-08-11 00:00:00","2001-08-23 00:00:00","2001-08-18 00:00:00",5,1,SO43968,NULL,10-4030-028067,28067,18539,NULL,4,28431,28431,1,18833,331890Vi97844,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-18 00:00:00"
43969,1,"2001-08-11 00:00:00","2001-08-23 00:00:00","2001-08-18 00:00:00",5,1,SO43969,NULL,10-4030-028071,28071,12020,NULL,4,21890,21890,1,5284,1231893Vi27632,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-18 00:00:00"
43970,1,"2001-08-11 00:00:00","2001-08-23 00:00:00","2001-08-18 00:00:00",5,1,SO43970,NULL,10-4030-016684,16684,19305,NULL,9,29208,29208,1,NULL,NULL,535,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-18 00:00:00"
43971,1,"2001-08-11 00:00:00","2001-08-23 00:00:00","2001-08-18 00:00:00",5,1,SO43971,NULL,10-4030-016657,16657,4009,NULL,9,13844,13844,1,9820,1034640Vi50592,535,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-18 00:00:00"
43972,1,"2001-08-12 00:00:00","2001-08-24 00:00:00","2001-08-19 00:00:00",5,1,SO43972,NULL,10-4030-021939,21939,15149,NULL,6,25027,25027,1,2888,630220Vi15048,550,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-19 00:00:00"
43973,1,"2001-08-12 00:00:00","2001-08-24 00:00:00","2001-08-19 00:00:00",5,1,SO43973,NULL,10-4030-028039,28039,3609,NULL,4,13444,13444,1,4947,930227Vi25968,NULL,3578.27,286.2616,89.4568,3953.9884,NULL,...,"2001-08-19 00:00:00"
